playerId,period,avg_X,avg_Y,avg_Distance(ft),gameClock(s),gameClockDiff(s)
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],0.22630434782608697,9.382608695652173,0.06832270850157764,719.9478260869565,[0.6]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-23.847500000000004,-0.7916304347826089,0.5234215659135394,717.54,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-35.44,-21.34108695652174,0.27647239757087844,713.8600000000001,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-21.20326086956522,-18.48130434782609,0.22384210982990768,710.1800000000002,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],1.8367391304347822,4.273260869565218,0.38362713942247695,706.5,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],26.788260869565217,18.30782608695652,0.22280881618422693,702.82,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],34.19065217391305,20.207608695652176,0.13129306443599473,699.1400000000001,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],23.46108695652174,13.22586956521739,0.3063389804004606,695.46,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],33.99978260869566,6.014891304347827,0.3857500464981395,691.78,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],18.918695652173916,8.904239130434783,0.22527315320332128,688.1,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],39.12652173913044,5.169891304347827,0.40749943108017145,684.42,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],37.171630434782614,-10.13532608695652,0.33947059891725523,680.7399999999999,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-0.2714130434782603,-0.16989130434782596,0.4911735184729591,677.06,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-35.73500000000001,7.22858695652174,0.2857748748856871,673.38,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-42.99402173913043,9.94804347826087,0.24101764003779658,669.6999999999999,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-34.55108695652174,22.58880434782609,0.05882480639268795,666.0199999999999,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-30.50402173913044,21.154239130434785,0.09729752154194853,662.3399999999999,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-30.707934782608703,21.28347826086956,0.049438707015881836,658.6599999999999,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-16.71282608695652,0.48717391304347835,0.4201681083177357,656.6443478260869,[0.16]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-11.956413043478264,-7.610869565217392,0.024117181851209347,656.3617391304348,[0.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-14.647826086956519,-5.9216304347826085,0.1020397851734128,656.0,[0.]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-11.25673913043478,-5.124782608695653,0.05285229887430778,656.0,[0.]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],1.7429347826086956,-7.620978260869564,0.29197359810716145,656.4434782608697,[0.]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],25.213913043478264,-18.185760869565218,0.23370699342191928,654.1400000000001,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],22.939456521739128,-19.772391304347824,0.038961859670875294,650.46,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],22.6325,-19.24891304347826,0.04193534032269149,646.78,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],19.77108695652174,-18.085434782608694,0.06673323839379414,644.4056521739129,[0.56]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],18.584347826086958,-3.8501086956521755,0.2980785932287748,644.1408695652175,[0.36]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],18.690434782608694,5.9963043478260865,0.020652802230020837,644.0,[0.]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],5.442173913043479,10.996521739130435,0.34642818806083664,644.0,[0.]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-27.706521739130434,18.88336956521739,0.27743225061424076,642.2600000000001,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-39.102500000000006,23.512934782608696,0.08487793249354636,638.58,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-33.079891304347825,22.372934782608695,0.16571800039961077,635.4113043478261,[1.72]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],2.3114130434782614,5.062282608695653,0.6515386364846144,634.6073913043479,[1.68]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],23.049565217391308,-7.426195652173914,0.3158361708523581,631.46,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],24.13293478260869,0.2490217391304348,0.2817493686992637,627.78,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],39.78847826086957,-8.936739130434782,0.2007704181395775,624.1,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],36.085434782608694,-6.125869565217391,0.3565868567894227,620.42,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-13.612608695652176,12.162608695652175,0.5976573099119961,616.7399999999999,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-25.798152173913042,19.095434782608695,0.16208272331097975,613.06,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-13.822499999999998,11.011739130434782,0.216059110345103,609.38,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-39.418586956521736,9.45641304347826,0.39309400596565625,605.6999999999999,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-41.15032608695652,21.356304347826086,0.1972799331447397,602.0199999999999,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-7.346521739130435,15.369782608695653,0.6062099011653421,598.3399999999999,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],36.31423913043478,17.721521739130434,0.21080583554133928,594.6599999999999,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],40.53880434782609,9.226086956521739,0.3250542187851544,591.4704347826087,[1.76]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],39.37184782608695,-9.236304347826087,0.08683104818021455,590.1073913043479,[2.6]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],35.57532608695652,-13.73217391304348,0.09135338080829097,586.58,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],18.007065217391304,-20.857065217391305,0.5319216018944765,582.8704347826089,[3.68]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-29.361195652173908,-23.69054347826087,0.32000945603608544,579.1800000000001,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-36.68445652173913,-23.26054347826087,0.06745371341039123,575.5000000000001,[3.64]
['a6904c1c-0dc5-41c8-a618-b3a276131726'],[1],-25.086630434782606,-19.377826086956524,0.2030733302164402,571.82,[3.64]
