playerId,period,avg_X,avg_Y,avg_Distance(ft),gameClock(s),gameClockDiff(s)
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-1.4996703296703298,-5.747252747252747,0.015405082784861966,720.0,[0.]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-6.756483516483517,-6.905164835164835,0.20684744904803642,718.4307692307693,[3.36]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-32.637362637362635,-15.306703296703297,0.27861888992630757,714.8,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-40.96791208791208,-17.071758241758243,0.12280335120150757,711.1600000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-30.03615384615384,-21.270549450549453,0.23411657507038747,707.52,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-24.796923076923072,-13.985714285714284,0.09120311905403482,703.8800000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-0.5380219780219782,-17.62054945054945,0.43438619222784863,700.24,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],32.11043956043956,-22.925164835164832,0.23491202837763503,696.5999999999999,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],31.15967032967033,-15.615164835164833,0.36035945528758967,692.96,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],14.311978021978023,-1.8092307692307694,0.2080908626244672,689.3199999999999,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],22.49175824175824,-8.968571428571428,0.3197142558255418,685.6799999999998,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],37.848791208791205,-3.4240659340659336,0.3003316258451036,682.04,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],41.316263736263735,-21.79142857142857,0.17967279799719463,678.4,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],13.933736263736265,-12.035054945054943,0.5779873149384922,674.76,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-23.368461538461535,11.055714285714286,0.4086217574576145,671.12,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-37.34175824175824,-10.54901098901099,0.38387968403139955,667.4800000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-19.23164835164835,-12.349230769230768,0.2069734370059532,663.84,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-15.746593406593407,-7.823076923076923,0.11459739961970956,660.2,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-20.762197802197804,-13.872747252747251,0.10104802111787235,656.56,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-18.600109890109888,-14.3889010989011,0.2657420339219956,652.92,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],12.946923076923078,-12.82725274725275,0.32235092749151284,649.2800000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],26.25571428571428,-8.488461538461538,0.1155092800422944,645.64,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],31.108571428571434,-10.843406593406593,0.1863192204375403,641.9999999999999,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],39.11989010989011,-20.53054945054945,0.19337377629651023,638.3599999999999,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],12.559010989010986,-14.686483516483516,0.4823344994067105,634.7199999999999,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-24.72186813186813,-18.178021978021977,0.31874103715009416,631.08,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-25.399890109890105,-17.543626373626374,0.05527755712823364,627.44,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-22.21791208791209,-13.235164835164836,0.12204838593391822,623.8000000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-9.296593406593407,-12.347692307692306,0.20813644181271818,620.1600000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],11.694175824175826,-16.001648351648353,0.25647248249968585,616.52,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],13.756043956043955,-5.318681318681318,0.2173722339670461,612.8800000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],0.19549450549450564,-2.2765934065934066,0.4307655702574403,609.24,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-42.27373626373627,-0.761758241758242,0.2936682462609388,605.6,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-42.71538461538461,1.3797802197802198,0.19258895853876207,601.9599999999999,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-10.186373626373626,-4.510000000000001,0.48057037697978316,598.3199999999999,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],16.897142857142857,1.4526373626373625,0.2647708827837092,594.6799999999998,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],40.306153846153855,0.3256043956043956,0.2385805441008438,591.04,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],38.628681318681316,-14.294395604395602,0.23048506143300188,587.4,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],20.3043956043956,-4.57912087912088,0.2709119056137713,583.76,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],4.224615384615385,-0.8635164835164837,0.17647005453792594,580.12,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-14.455494505494507,-0.12109890109890133,0.3414932715727822,576.4800000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-35.61208791208791,18.138681318681318,0.23343278939028145,572.8400000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-13.16945054945055,8.305604395604396,0.4614763730229641,569.2,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],20.30472527472528,16.172747252747257,0.36827848572818106,565.5600000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],36.847582417582416,23.720769230769232,0.07110391967607889,561.92,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],41.48142857142857,19.84901098901099,0.1391044532938423,558.28,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],37.253296703296705,8.973956043956044,0.13769601982203752,556.032087912088,[0.44]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],23.47285714285714,8.844285714285714,0.3809110495919343,556.0210989010989,[0.04]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-22.494505494505493,15.1610989010989,0.463437905302852,554.6509890109891,[3.16]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-37.31978021978021,18.93659340659341,0.10160578587834052,551.04,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-37.260000000000005,13.63626373626374,0.12317683363731717,547.4,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-29.62571428571429,10.479560439560439,0.3324306669724994,543.76,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],7.591648351648351,8.237142857142858,0.4505751676670652,540.12,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],9.594175824175824,-8.03967032967033,0.10520705899223419,536.4800000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],6.032967032967035,-7.126263736263736,0.11568708611854643,533.1657142857141,[2.08]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-10.083956043956043,-5.3792307692307695,0.2566936696081314,532.5107692307691,[0.08]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-23.99681318681319,5.055274725274725,0.1651515542606691,532.0048351648352,[1.84]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-24.100439560439558,13.400659340659338,0.24909636560074502,528.8000000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-15.962527472527471,-0.219010989010989,0.1301531086233659,525.1600000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-23.64120879120879,-12.935494505494503,0.3682306193028759,521.5200000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-40.229890109890114,-2.3068131868131867,0.20611979871698338,517.8800000000001,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-44.11626373626373,-1.1143956043956043,0.23842806446261802,514.24,[3.6]
['c1976fde-8666-41cb-8965-0b530d931507'],[1],-6.013956043956045,8.310329670329669,0.5729290566591075,510.59999999999997,[3.6]
